subject_id,MFD_true,MFD_SD_true,MFD_false,MFD_SD_false,MSA_true,MSA_SD_true,MSA_false,MSA_SD_false,MFD_overall,MFD_overall_SD,MSA_overall,MSA_overall_SD
6,245.0,138.99607078010405,205.19354838709677,85.38807779394283,6.6528487331021715,5.385423266099947,6.251785849206853,5.151714744595089,232.14583333333334,125.62667736580562,6.521889424075129,5.313570914236757
8,184.48387096774192,106.15869768743882,199.14583333333334,123.89561963997042,8.176474009477465,5.273792238893363,9.647511603537966,5.638307566369088,193.39240506329114,117.47420053108769,9.0668388690404,5.544132631834907
12,197.82456140350877,94.04741670944456,177.57971014492753,84.32208880705903,9.28994488659654,7.873130497311915,6.789123440627486,5.784322925081098,186.73809523809524,89.42312283721243,7.959720713208745,6.954781312386306
14,226.96652719665272,146.96306045733283,188.96825396825398,102.92206455926663,6.474787857725231,5.182812130694084,5.332033342338121,5.47623482657048,219.03973509933775,139.7881500626683,6.227805430206081,5.2686571409013885
20,272.83653846153845,168.7938894820523,267.08910891089107,186.29573524504818,5.673708208059004,3.8340093826591297,8.578855744829045,9.780650003302924,270.957928802589,174.728346280071,6.629092297332374,6.571705966833312
26,134.289156626506,49.81641721952639,119.34482758620689,24.566975115988207,12.908642101452585,13.634820540482963,7.801675654920108,6.976017126241537,130.41964285714286,45.14671289902217,11.49004031074912,12.370022349420303
28,237.79605263157896,171.79751464165557,200.24444444444444,106.46171049945204,8.34326591462471,9.479226319984582,6.259719215222986,8.859338019920717,229.21827411167513,160.03143114837454,7.869732573851592,9.382671354650123
34,137.1320754716981,56.42628777702987,136.08333333333334,41.36012236710891,9.595327718913003,6.222977585511595,9.57492814810536,7.18322150908226,136.80519480519482,52.201169057178,9.58885956231546,6.5427282695915245
