subject_id,MFD_true,MFD_SD_true,MFD_false,MFD_SD_false,MSA_true,MSA_SD_true,MSA_false,MSA_SD_false,MFD_overall,MFD_overall_SD,MSA_overall,MSA_overall_SD
6,245.0,205.19354838709677,138.99607078010405,85.38807779394283,104.75757575757575,118.40625,97.9206637130378,95.26274828566254,232.14583333333334,125.62667736580562,109.21428571428571,97.27157963188236
8,184.48387096774192,199.14583333333334,106.15869768743882,123.89561963997042,166.66666666666666,141.80434782608697,114.42357954353444,126.57299312962485,193.39240506329114,117.47420053108769,151.6184210526316,122.52604095985637
12,197.82456140350877,177.57971014492753,94.04741670944456,84.32208880705903,210.46969696969697,177.61333333333334,224.03024820775738,245.45646692551318,186.73809523809524,89.42312283721243,192.99290780141843,236.23937542859406
14,226.96652719665272,188.96825396825398,146.96306045733283,102.92206455926663,147.34567901234567,139.82089552238807,151.55049088641522,159.19310768223102,219.03973509933775,139.7881500626683,145.71935483870968,153.26587255454604
20,272.83653846153845,267.08910891089107,168.7938894820523,186.29573524504818,104.455,130.58163265306123,106.08363669765475,144.01480390665822,270.957928802589,174.728346280071,113.04697986577182,120.51607905035218
26,134.289156626506,119.34482758620689,49.81641721952639,24.566975115988207,650.0769230769231,507.8,754.8826010285225,487.9375721193381,130.41964285714286,45.14671289902217,610.5555555555555,694.0835176354951
28,237.79605263157896,200.24444444444444,171.79751464165557,106.46171049945204,116.08496732026144,137.0,125.39625807305583,148.00315311956476,229.21827411167513,160.03143114837454,120.83838383838383,131.17069664370194
34,137.1320754716981,136.08333333333334,56.42628777702987,41.36012236710891,397.35714285714283,424.38461538461536,468.26310631384774,413.0347421523426,136.80519480519482,52.201169057178,405.9268292682927,451.6588605943219
